Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
商品編號 （切勿更改),商品名稱 (英文),商品名稱 (繁體中文),商品摘要 (英文),商品摘要 (繁體中文),SEO標題 (英文),SEO標題 (繁體中文),SEO簡介 (英文),SEO簡介 (繁體中文),SEO關鍵字,隱藏商品,預購商品,預購提示 (英文),預購提示 (繁體中文),上架狀態,商品品牌,隱藏價格,商品原價,商品特價,實體店價格,商品會員價,銅級會員價,銀級會員價,金級會員價,無限數量,價格一致,商品成本,商品貨號,數量 (參考用，請勿修改),增減數量 (例: +5 或 -8),重量(公斤),供應商,商品管理標籤,款式編號 （切勿更改),款式 (英文) (勿更改),款式 (繁體中文) (勿更改),款式數量 (參考用，請勿修改),增減款式數量 (例: +5 或 -8),款式價格,款式特價,款式實體店價格,款式會員價,款式銅級會員價,款式銀級會員價,款式金級會員價,款式成本,款式重量(KG),款式貨號,儲位編號,製造編號,商品條碼編號,庫存參照值(切勿更改),出貨倉庫(參考用，請勿修改),商品名稱參照值0(切勿更改),商品名稱參照值1(切勿更改)
6262f9ffc612570024c686ac,ToysHeart Otogi Shikimi's secret account masturbator,ToysHeart 極上淫乱裏垢女子 御伽樒 飛機杯,,,Toysheart Otogi Shikimi's secret account masturbator,Toysheart 極上淫乱裏垢女子 御伽樒 飛機杯,♥Shark bite shark fish bulge×Star anise temptation octagonal flower granules×Heart-shaped uterine ostium,大人気裏垢女子 御伽樒完全監修！　御伽樒 × トイズハートの公式コラボホール！！快來與御伽樒結合吧♥溫柔輕咬的鯊魚齒凸起×甘甜誘惑八角花顆粒×心形子宮口------------------------------------------------》御伽樒的更多資訊：御伽樒的Twitter ,,N,N,,,Y,ToysHeart,N,348,0,,0,0,0,0,N,,109.66,,2,+0,1,,,,,,,,,,,,,,,,,,,,4526374113765,6262f9ffc612570024c686b2,Primary,69280fdbfdb20a01761ad0b319ed2651,b508400a19023b6bad9ed562c5b5d7f8
6264fe5762730d002abefef9,Toysheart Moshizuma Masturbator,Toysheart 如果住在隔壁的肉感辣妹人妻來誘惑我 動漫飛機杯,,,Toysheart Moshizuma Masturbator,Toysheart 如果住在隔壁的肉感辣妹人妻來誘惑我 動漫飛機杯,"Atarikazu Atarikazu, a pet-like married woman who lives in a partition wallA feeling of humor.My endless temptation Her doorbell.After the gate opened, I was at the end of my life.Completion one word difficult relationship ...⁉",如果系列 如果住在隔壁的肉感辣妹人妻來誘惑我每當和住在隔壁的看似愛玩的人妻她外頭擦肩而過時，總是感覺在對著我微笑並炫耀著她那美艷的身材。我終於經不起她的誘惑按下了門鈴。門開後，我們終於超出了界線。成了一言難盡的關係・・・⁉,"Toysheart Moshizuma Masturbator,Toysheart 如果住在隔壁的肉感辣妹人妻來誘惑我 動漫飛機杯,如果住在隔壁的肉感辣妹人妻來誘惑我,隔壁人妻來誘惑我",N,N,,,Y,Toysheart,N,118,0,,0,0,0,0,N,,36,TH1099W01,2,+0,1,,,,,,,,,,,,,,,,,,,,4526374213212,6264fe5862730d002abefefe,Primary,de876d06df564aeded3c847e1be0a851,07719e4ea923a2ea0f9263a0a52df24d
6264ffebc6ff790027bd84c3,Toysheart Moshiubu Masturbator,Toysheart 如果和天真可愛的她漂流到無人島 動漫飛機杯,,,Toysheart Moshiubu Masturbator,Toysheart 如果和天真可愛的她漂流到無人島 動漫飛機杯,If series If and the innocent and cute she drifted to an uninhabited islandJoined a tennis club that looks like it looks like it is actually a tennis club that is popular for sexAn incident happened during an excursion to the club,如果系列 如果和天真可愛的她漂流到無人島加入了外表看似網球社團 殊不知其實是約炮盛行的網球社團就在一趟社團夏令營的遠遊活動時發生了事件!!兩個人無意間漂流到無人島天真可愛的她漸漸的開始大膽了起來!?全長　145mm全幅　50mm内部長　126mm重量　179g製品素材　TPEBOXSIZE　W70×H155×D70mmMADE IN JAPAN,Toysheart 如果和天真可愛的她漂流到無人島,N,N,,,Y,Toysheart,N,118,0,,0,0,0,0,N,,36,,4,+0,1,,,,,,,,,,,,,,,,,,,,4526374213229,6264ffebc6ff790027bd84c9,Primary,757bcac0609c33d9e8e63c17d412381b,3a086475c62990d7735792bc05425242
6265b8d1e81dca0012433d13,SSI Japan Arginine Supplement Arginine Acid [For Men],SSI Japan 絕對營養補充劑 精氨酸【男性用】,,款式陸續推出,SSI Japan Arginine Supplement Arginine Acid [For Men],SSI Japan 絕對營養補充劑 精氨酸【男性用】 四神聖獸系列 男士增強,"Drinking sex training! This is the real supplement!Zinc, Maca, Arginine, Coenzyme Q10, aiming at the power of the four beasts, serve for life!In addition, in order to obtain the protection of the guardian beast, many traditional i",飲酒性訓練！ 這才是真正的補品！鋅、瑪卡、精氨酸、輔酶Q10，以四大神獸的力量為目標，終生服役！此外，為了獲得對守護神獸的保護，混合了許多與之相關的傳統成分。產品還添加了安第斯根菜瑪卡、支持下半身的精氨酸和想要保持年輕的男性所支持的輔酶 Q10，提升性慾及狀態。同時，考慮到日本男性的飲食習慣，成分均衡。而每片是小巧的藥片，易於服用。此產品是屬於日常保健用途，為穩定性生活打好基礎，並非即時見效。每天 2 粒膠囊 (作為鋅酵母)，攝入 44 毫克鋅 (一種性礦,"SSI Japan 絕對營養補充劑, SSI JAPAN 四神聖獸系列, SSI 精氨酸 營養補充劑",N,N,,,Y,SSI Japan,N,178,158,,0,0,0,0,N,Y,36.62,(dis),5,,1,,dis,6265b8d1e81dca0012433d0f,,青龍的咆哮,0,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,1,SSI-SP001 (dis),,,4582137936217,6265b8d2e81dca0012433d1c,Primary,f86ec9efd6cba1f6bf889a242003202b,e803c43ddbb2a6aacd5ee41b447853c9
6265b8d1e81dca0012433d13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266a3e735b556002777d772,,玄武的進軍,5,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,1,SSI-SP004 (dis),,,4582137936248,6266a3e735b556002777d77e,Primary,1f266b259ffd9adc7b03c3c2ff3a4145,ca4d0f273b37e66945b79f01cc74f61f
6265b8d1e81dca0012433d13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626a46fee0eb5a000f71ddf5,,朱雀的飛行,0,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,1,SSI-SP002 (dis),,,4582137936224,626a46fee0eb5a000f71ddfa,Primary,7e07e4987957531b658b283ddd252815,346510d0914b2f21305f04d41193dc68
6266c686452c380021b54b2c,KMP Innocent Angel Kaho Imai masturbator,KMP 天使爛漫 今井夏帆 女優飛機杯,,,KMP Innocent Angel Kaho Imai masturbator,KMP 天使爛漫 今井夏帆 女優飛機杯,"Diameter (cm): 11.5Length (cm): 18.5Material: TPEBrand: KMProduceInsertable length (cm): 13Weighing in at nearly a kilo, the hefty Innocent Angel Kaho Imai Onahole has a satisfying weight in your hand and a perfect fleshy sensatio",真實再現了 今井夏帆 的秘穴！來自KMP的新系列登場！ ！ KMP商品生產團隊團結一致，向每一位每天辛勤工作的人致敬，“我只想要一個天使讓你隨時治愈你的身心”這一思想而產生和發展的名字也是一個天使。 天真係列！ ！ 請體驗專用於忙碌的現代人的最佳康復時間！ ！◆附袋裝乳液◆重現今井夏帆的陰道◆內部結構複雜◆包含一条美緒的簽名◆含20毫升乳液◆包裝重量 1065克 / 淨重 880克日本進口,"今井夏帆 女優飛機杯,今井夏帆,今井夏帆 飛機杯,今井夏帆, 天使爛漫 今井夏帆",N,N,,,Y,KMP,N,538,488,,0,0,0,0,N,,135.28,TOY-9001140,3,+0,1,,,,,,,,,,,,,,,,,,,,4582588267274,6266c687452c380021b54b31,Primary,62d096179c75950df70dd2dfba024d5a,d8baa86b519e7213c4b7478afa0e0893
6266d17c53dd6600273e09e2,PxPxP NewnewG Miraculous soft x hard Masturbator,PxPxP NewnewG 超刺激俏魔女 奇跡軟x硬 動漫飛機杯,,,PxPxP NewnewG Miraculous soft x hard Masturbator,PxPxP NewnewG 超刺激俏魔女 奇跡軟x硬 動漫飛機杯,"PxPxP and G-PROJECT have teamed up!Soft but exciting !!Miraculous W collaboration of soft material x hard material!The new new hybrid structure is recommended for those who are worried about ""I want a strong stimulus but the hardw",PxPxP與G PROJECT聯手！柔軟但令人興奮！軟材料 x 硬材料的神奇 W 協作！新的混合結構推薦給那些擔心“我想要強烈的刺激但硬件很痛苦”和“我喜歡軟件的柔軟但刺激......”的人！外層柔軟柔軟，留下被輕輕包裹的感覺，而內層塗有一層薄薄的硬塗層，即使柔軟也能達到牢固的刺激感！此外，G PROJECT 使用得越多，就越熟悉和成長，它將成為一種具有人體皮膚感覺的革命性材料！請享受使用“momochi”材料可以和您合二為一。飛機杯SIZE: 145×7,"PxPxP G-Project NewnewG,PxPxP 超刺激俏魔女 飛機杯,G-Project NewnewG 奇跡軟x硬,PxPxP newnewg,Newnewg, PPP newnewg, G-project newnewg,G PROJECT newnewg",N,N,,,Y,PxPxP,N,318,0,,0,0,0,0,N,,93.33,UPPP-250,4,+0,1,,,,,,,,,,,,,,,,,,,,4582593595591,6266d19953dd6600273e09e8,Primary,5b01ba2e0beb08c973907624bb1e0837,0425e0ec40aca7c9e423b1a4299aa70c
6266e43d82cb1e003030f1a9,EXE Ag+ Excellent lotion plus rich water-based lubricant (150ml/600ml),EXE Ag+ 銀離子抗菌 保濕膠原蛋白款 濃厚型潤滑液 (150ml/600ml),,,EXE Ag+ Excellent lotion plus water-based lubricant,EXE Ag+ 銀離子抗菌 保濕膠原蛋白款 濃厚型潤滑液,"""EXCELLENCE LOTION PLUS Moisturizing Collagen""Ag+Excellent Lotion Plus adds a new type of companion. The moisturizing collagen version is formulated with collagen, hyaluronic acid, and ceramide to keep you feeling moisturised cont",《EXE Ag+ 銀離子抗菌 保濕膠原蛋白款 濃厚型潤滑液 》Ag+Excellent Lotion Plus 加入了新類型的同伴。保濕膠原蛋白款搭配膠原蛋白・透明質酸・神經酰胺，以持續保持濕潤的感覺。搭配銀離子可清新淨化用品，能更安全衛生地使用。濃厚但不牽絲。容器也變得更容易使用了。手即可簡單開關的瓶蓋，玩樂途中也便於補充。三孔出口的構造便於切斷牽絲。軟型瓶身方便將潤滑液全部使用完畢。空瓶可以捲成球狀丟棄。安心・安全的日本國內生產。,"銀離子抗菌潤滑液,EXE Ag+ 銀離子抗菌 濃厚型潤滑液,EXE Ag+ 銀離子抗菌 濃厚型潤滑液,EXE Ag+ 銀離子抗菌 濃厚型潤滑液,EXE Ag+ 濃厚型潤滑液,EXE Ag+ 潤滑液",N,N,,,Y,EXE,N,139,0,,0,0,0,0,N,N,0,UGAN-226,20,,1,,,6266e43d82cb1e003030f1a5,,150ml,9,+0,74,0,,0,0,0,0,21.11,1,UGAN-226,,,4582593587923,6266e43e82cb1e003030f1b1,Primary,84252156cf806ac7fdba7e750454a313,2c44a6c614b1e8eaafcfc8399ae963dd
