Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
商品編號 （切勿更改),商品名稱 (英文),商品名稱 (繁體中文),商品摘要 (英文),商品摘要 (繁體中文),SEO標題 (英文),SEO標題 (繁體中文),SEO簡介 (英文),SEO簡介 (繁體中文),SEO關鍵字,隱藏商品,預購商品,預購提示 (英文),預購提示 (繁體中文),上架狀態,商品品牌,隱藏價格,商品原價,商品特價,實體店價格,商品會員價,銅級會員價,銀級會員價,金級會員價,無限數量,價格一致,商品成本,商品貨號,數量 (參考用，請勿修改),增減數量 (例: +5 或 -8),重量(公斤),供應商,商品管理標籤,款式編號 （切勿更改),款式 (英文) (勿更改),款式 (繁體中文) (勿更改),款式數量 (參考用，請勿修改),增減款式數量 (例: +5 或 -8),款式價格,款式特價,款式實體店價格,款式會員價,款式銅級會員價,款式銀級會員價,款式金級會員價,款式成本,款式重量(KG),款式貨號,儲位編號,製造編號,商品條碼編號,庫存參照值(切勿更改),出貨倉庫(參考用，請勿修改),商品名稱參照值0(切勿更改),商品名稱參照值1(切勿更改)
62625dc865f5cd001b66574e,SN-424 Globin bunny with collar,SN-424 哥布連兔 (連頸圈&帶),,,SN-424 Globin bunny,SN-424 哥布連兔,,,,N,N,,,Y,,N,218,0,,0,0,0,0,N,Y,50,,2,,1,,,62627935370c420018ef36c1,,隨機黑白款,2,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,1,,,,44847765,62627935370c420018ef36c6,Primary,279aea45abba623e2f7c915fe5d1f5ce,0efd0ecf1e09c3cce4dfcaf85abf483a
62626df8ef58440024acd36f,Dame Products Aloe Water-based Lubricant 118ml,Dame Products 蘆薈 水性潤滑劑 118ml,An aloe-based lubricant made from natural plant extracts and formulated to match the vagina’s pH.,一種基於蘆薈的潤滑劑，由天然植物提取物製成，配方與陰道的 pH 值相匹配。,Dame Products Aloe Water-based Lubricant,Dame Products 蘆薈 水性潤滑劑,"Dame Products Aloe Water-based Lubricant is made from organic aloe vera which means it’s safe for toys and most condoms. The bottle is beautiful and discreet, blending into your nightstand, medicine cabinet, or travel bag. Plus, i",Dame Products 蘆薈 水性潤滑劑是由有機蘆薈製成，它對玩具和大多數安全套都是安全的。它的瓶子美觀而謹慎，可融入您的床頭櫃、藥櫃或旅行包。 另外，它夠細小，容易單手用！植物源性與陰道的 pH 值匹配無甘油、對羥基苯甲酸酯和無糖蘆薈配方您可以信賴的成分！蘆薈葉汁自然滋潤、保護和恢復您最敏感的皮膚。藜麥種子提取物促進皮膚彈性，減少炎症。燕麥仁提取物提供抗炎和保濕特性。成分：蘆薈葉汁（天然水分）、丙二醇（天然溶劑）、蘑菇提取物（促進血液流動）、葡萄糖酸,"水性潤滑劑, Dame Products, Aloe vera lube, water-based lubricant,  蘆薈潤滑劑, Dame products - Largest HK Sex supermarket, Dame Lube, Dame Lubricant, 潤滑液",N,N,,,Y,Dame Products,N,204,0,,0,0,0,0,N,,68.95,E33123,4,+0,1,,,,,,,,,,,,,,,,,,,,813686021135,62626df9ef58440024acd374,Primary,9778e1a5431e87824ecd7d22c6185af6,5313a76a4ed2b84b9512a08ad370da6f
626278eb3d8ae90015ddcbd2,PxPxP BURU-BURU CHIKUBI ROTOR NIPPLE MASSAGER,PxPxP 遠隔絶頂 振動実感 BURU-BURU CHIKUBI ROTOR 免手持乳頭震動器,,"免手持乳頭自慰！超有感！
感受到愛的乳頭振蛋！各種快感 9種震動模式！
硬硬的突起刺激奶頭，令人感到觸電般快感的刺激！
貼合女性胸部的弧形設計和強力吸盤，牢固貼合！",PxPxP BURU-BURU CHIKUBI ROTOR NIPPLE MASSAGER,PxPxP 遠隔絶頂 振動実感 BURU-BURU CHIKUBI ROTOR 免手持乳頭震動器,Hands Free Nipples Masturbation! Super emotional!Feel the love of nipple vibrating balls! All kinds of pleasure_9 kinds of vibration modes!Soft protrusions feel like a feather to stimulate the areola!The hard protrusion stimulates,ノーハンドチクニー！超！愛を感じる乳首ローター！乳輪を刺激する柔らか突起はゾワゾワ快感のフェザータッチ刺激！免手持乳頭自慰！超有感！感受到愛的乳頭振蛋！各種快感_9種振動模式！柔軟突起像羽毛般的觸感刺激乳暈！硬硬的突起刺激奶頭，令人感到觸電般快感的刺激！貼合女性胸部的弧形設計和強力吸盤，牢固貼合！掛繩長120厘米，即使掛在脖子上也可以使用！免手持騰空雙手作其他敏感位置刺激，上下同時刺激直至高潮！強烈振動超有感的乳頭振蛋！一個人也好兩個人也好都可以昇天的乳頭,,N,N,,,Y,PxPxP,N,738,648,,0,0,0,0,N,Y,247.08,,5,,1,,,626278ea3d8ae90015ddcbce,,黑 black,5,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,1,UPPP-261,,,4582593598295,626278eb3d8ae90015ddcbd9,Primary,92728633851e9b35561871b7aa12dcd0,09415710272e63f5a703bae6634baf42
626278eb3d8ae90015ddcbd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626278ea3d8ae90015ddcbcf,,粉 pink,0,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,1,UPPP-264,,,4582593598806,626278eb3d8ae90015ddcbde,Primary,14f7be2cef9e55b0a30e33c2dd45f8d1,5c3d2ca96821a608b2bc96fc103a15a8
62627a024539b30021f8a3a4,Dame Products Sex Oil Sandalwood + Cardamom,Dame Products Sex Oil 按摩油 檀香木+小荳蔻,"Formulated for a relaxing full-body massage, Sex Oil sets the mood so you can move effortlessly from massage to more.
Pump directly onto the skin and rub anywhere you desire.","Sex Oil 按摩油專為輕鬆的全身按摩而設計，可調節情緒，讓您輕鬆地從按摩轉向更多。
直接泵到皮膚上，然後在任何你想要的地方揉搓。",Dame Products - Sex Oil Sandalwood + Cardamom,Dame Products - Sex Oil 按摩油 檀香木+小荳蔻,"Sex Oil is doctor-approved and formulated to be safe for internal use. It won’t offset your pH balance or microbiome. It’s also safe to leave on and won’t clog your pores. We don’t recommend drinking Sex Oil, but it’s lickable and","Sex Oil 按摩油是已經醫生批准的。它不會抵消您的 pH 平衡或微生物基因體。 留在皮膚上也很安全，不會堵塞毛孔。 不建議喝它，但可舔可親的！ Sex Oil is a blend of 100% naturally derived ingredients, uniquely chosen to relax muscles, alleviate stress, and boost connection during touch.Sex Oil 按摩油 ","Sex Oil 按摩, Sex Oil 按摩油, Dame 按摩油, Dame Sex Oil 按摩油, Dame Products - Sex Oil, Lickable Massage Oil, Kissable Massage Oil, Dame Products - Hong Kong",N,N,,,Y,Dame Products -,N,228,0,,0,0,0,0,N,,90.58,E33122,8,+0,1,,,,,,,,,,,,,,,,,,,,813686021128,62627a024539b30021f8a3a9,Primary,f7ee0a76f79c6c4e1cc4ee82cef77313,78ce8de9fe9e6f402727d34c5f38b8b9
626285b900f18e001540fd0a,lovetoy Nipple Clit Tassel Clamp With Chain Red,lovetoy流蘇乳頭夾連陰唇夾 紅色,,,Lovetoy Nipple Clit Tassel Clamp With Chain Red,Lovetoy 流蘇乳頭夾連陰唇夾 紅色,Product DescriptionThis sexy tassel nipple and clit clamp set features 3 sexy tassels and adjustable crocodile style clamps connected via a sturdy 21-inch chainSimply place each smooth clamp on either side of your nipple and tight,產品描述這款性感流蘇乳頭和陰蒂夾套裝具有 3 個性感流蘇和可調節夾，通過堅固的 21 英寸鏈條連接只需將每個光滑的夾子放在乳頭兩側並擰緊，直到達到適合您的壓力水平。 將陰蒂夾添加到混合物中，將您的感官遊戲帶入色情刺激的新領域躺下，享受同時施加在乳頭和陰蒂上的堅定、挑逗性壓力。每個夾子都塗有光滑的矽膠，可提供強烈而舒適的捏合力。 一旦到位，嘗試增加額外的重量或輕輕拉動鏈條以獲得更高的感覺主要特點可調節性感鱷魚式乳頭和陰蒂夾，帶來刺激的感官遊戲夾子具有矽膠塗層,,N,N,,,Y,Lovetoy,N,198,0,,0,0,0,0,N,,50.6,LT1106RD0,2,+0,1,,,,,,,,,,,,,,,,,,LV761010,,6970260906203,626285b900f18e001540fd0e,Primary,cc585bd2a2089b54b93a561023aed8f9,aa0601f9264805bd7f85a7a4e7e972be
6262a8d2c612570018c66b88,lovetoy Bondage Fetish Pleasure Handcuffs,lovetoy 愉悅手扣,,,Lovetoy Bondage Fetish Pleasure Handcuffs,Lovetoy 愉悅手扣,"Product DescriptionThese deluxe leather cuffs are made from durable materials for veteran-worthy play, without over complicating set up.Adjustable, reliable and they only get better with age!Adjusting freely between 5.5-9.25 inche",產品描述這些奢華的皮革袖口由耐用的材料製成，適合有經驗人士玩，沒有過於復雜的設置。可調節、可靠，而且它們只會隨著時間及使用次數的增長而變得更好！這些手銬的周長可在 5.5-9.25 英寸之間自由調節，非常適合束縛手腕（甚至可能是更小的腳踝），男女皆宜。與所有皮革產品一樣，這些袖口會隨著時間的推移變得更加柔軟，並且經過適當的保養應該可以使用一生。環繞手腕，讓雙手遠離SUB背後的麻煩，或束縛在床柱、欄杆或您選擇的任何其他地方。快速釋放功能、D 形環和鏈條連接器,,N,N,,,Y,Lovetoy,N,168,148,,145,0,0,0,N,,25,LV1655,12,+0,1,,,,,,,,,,,,,,,,,,,,6970260905947,6262a8d2c612570018c66b8d,Primary,3a472e11562ff40a718d1ae6b917fc54,6f4351153c53ddee1f4a7edd28de46d8
6262acef71dc910030062e62,EXE S1 no.1 style premier cup standard,EXE S1名器超再現飛機杯 標準,,,EXE S1 no.1 style premier cup,,"Imported and made in Japan.Made by Japanese AV manufacturers with many years of experience to create strong and exciting aircraft cups, there are gentle soft versions and standard versions with enhanced stimulation.The soft contai",日本品牌進口製造。由日本ＡＶ廠商多年經驗打造強烈刺激感的飛機杯，有溫柔的柔軟版本及刺激強化的標準版。柔軟的容器材料，可以根據手的握持方式自由控制擰緊。入口的形狀寬闊寬敞，可以毫無壓力地插入。內部採用倒模成型的“超高密度結構”，再現真實感。可以在使用前通過撕下貼紙，用指尖打開和關閉通風孔來控制真空。優質材質，無難聞氣味。總長度：16 cm,"日本 EXE S1名器超再現飛機杯,S1名器超再現,名器超再現飛機杯,EXE S1名器超再現",N,N,,,Y,EXE,N,78,0,,75,0,0,0,N,,32,UGAN-225,26,+0,1,,,,,,,,,,,,,,,,,,,,4582593587848,6262acef71dc910030062e66,Primary,b300b29253afe0ec7e9f299e8bd71705,4d6f7432a518b4129a5d0556da60354c
6262c4d2583eda00124e3edf,Dame Products Body Wipes 25pcs,Dame Products 親膚濕紙巾 25片,,,Dame Products - Body Wipes 25pcs,Dame Products - 親膚濕紙巾 25片,"Balanced to match the vagina’s pH and formulated with aloe and cucumber extract, Body Wipes leave your skin feeling refreshed and nourished.100% naturally derived ingredientsOur Body Wipes are made with all-natural ingredients (su",平衡以匹配陰道的 pH 值，並採用蘆薈和黃瓜提取物配製而成，身體濕巾讓您的皮膚感覺清爽和滋養。100% 天然成分我們的身體濕巾採用全天然成分（如蘆薈和黃瓜提取物）製成，可滋養肌膚並補充身體的天然水分。此外，它們是可生物降解的且對動物友善的！pH平衡配方我們的身體濕巾配方符合您陰道的 pH 值，可安全用於您的全身。適用於您的床頭櫃或旅途中非常適合在性生活、鍛煉或上廁所之前和之後使用。每當您需要刷新時，我們的身體濕巾就在那裡。如何使用陰道使用：展開並從前向後擦,"Dame Products -, Dame Products - 親膚濕紙巾",N,N,,,Y,Dame,N,95,72,,0,0,0,0,N,,40,E33121,2,+0,1,,,,,,,,,,,,,,,,,,,,813686021371,6262c4d2583eda00124e3eef,Primary,e86e446deeb7c7a18dc1061bd58500f4,6d576cfae89ab8311d1eff4c1a3b3042
