Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
商品編號 （切勿更改),商品名稱 (英文),商品名稱 (繁體中文),商品摘要 (英文),商品摘要 (繁體中文),SEO標題 (英文),SEO標題 (繁體中文),SEO簡介 (英文),SEO簡介 (繁體中文),SEO關鍵字,隱藏商品,預購商品,預購提示 (英文),預購提示 (繁體中文),上架狀態,商品品牌,隱藏價格,商品原價,商品特價,實體店價格,商品會員價,銅級會員價,銀級會員價,金級會員價,無限數量,價格一致,商品成本,商品貨號,數量 (參考用，請勿修改),增減數量 (例: +5 或 -8),重量(公斤),供應商,商品管理標籤,款式編號 （切勿更改),款式 (英文) (勿更改),款式 (繁體中文) (勿更改),款式數量 (參考用，請勿修改),增減款式數量 (例: +5 或 -8),款式價格,款式特價,款式實體店價格,款式會員價,款式銅級會員價,款式銀級會員價,款式金級會員價,款式成本,款式重量(KG),款式貨號,儲位編號,製造編號,商品條碼編號,庫存參照值(切勿更改),出貨倉庫(參考用，請勿修改),商品名稱參照值0(切勿更改),商品名稱參照值1(切勿更改)
5f24ad71dba5fe0045fd4d09,TENGA EGG WAVY II SPECIAL COOL EDITION,TENGA EGG Wavy II 波浪 2 型扭蛋 冰涼特別版,,,TENGA EGG WAVY II SPECIAL COOL EDITION,TENGA EGG Wavy II 波浪 2 型扭蛋 冰涼特別版,,打開就馬上帶來驚喜！扭計蛋登場！超柔軟的素材，新感覺自慰扭蛋。盛蛋器打開，發現可愛的扭蛋。以這樣的形態，真的能帶來快感嗎？完全出乎意料之外，超柔軟及彈性超高的素材，簡直是甚麼尺寸亦能容納得下。加上如安全套一樣的柔軟感，直接配合掌心的溫暖感，簡單地就能隨時享樂。而且，每一款的內部結構都不一樣，各自產生出不同的快感。打開就馬上給你驚喜，超人氣的產品。不再有杯或奇怪的膠洞，新誕生的 TENGA 扭計蛋登場！EGG-013 | WAVY II 波浪 2 型扭蛋交錯,"飛機蛋,TENGA, TENGA EGG, 自慰蛋, TENGA EGG WAVY II飛機蛋- 無風起浪蛋II, TENGA EGG 飛機蛋WAVY II , TENGA-EGG-013 WAVY II自慰蛋(交錯波浪型), TENGA EGG 飛機蛋交錯波浪Wavy II, TENGA EGG Wavy II",N,N,"This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）,Y,TENGA,N,65,58,,56,0,0,0,N,,25.74,TA1339B01,16,+0,1,,"egg,tenga-egg,飛機蛋",,,,,,,,,,,,,,,,3828,,4570030975013,5f2a879907ec3106aa673b1e,Primary,1fdbe277e4c145d20adce01e666fdaa6,34c7a2a185a4d1cb20ac2543ad8f965c
5f26693b04928e00459f4d67,TENGA EGG BOXY,TENGA EGG BOXY 多角扭蛋,,,TENGA EGG WAVY II,TENGA EGG BOXY 多角扭蛋,,EGG-014 | BOXY 多角扭蛋 立體箱型，撩搔快感！ 特徵是佈滿箱型的的多角面細節設計，給予雙向的大面突襲。在上下運動時帶動每個角面，猶如全面包覆般的刺激快感席捲全身。打開就馬上帶來驚喜！扭計蛋登場！超柔軟的素材，新感覺自慰扭蛋。盛蛋器打開，發現可愛的扭蛋。以這樣的形態，真的能帶來快感嗎？完全出乎意料之外，超柔軟及彈性超高的素材，簡直是甚麼尺寸亦能容納得下。加上如安全套一樣的柔軟感，直接配合掌心的溫暖感，簡單地就能隨時享樂。而且，每一款的內部,"飛機蛋,TENGA, TENGA EGG, 自慰蛋, TENGA EGG BOXY 多角扭蛋,TENGA Egg BOXY 自慰蛋- 格仔, TENGA EGG BOXY挺趣蛋自慰蛋(立體箱型), TENGA - Boxy 自慰蛋, TENGA-EGG-014 BOXY自慰蛋(立體箱型), 自慰蛋, 挺趣蛋",N,N,,,Y,TENGA,N,65,58,,55,0,0,0,N,,25.7,WD0001899,4,+0,1,,"egg,tenga-egg,飛機蛋",,,,,,,,,,,,,,,,2223,,4560220556498,5f2a879907ec3106aa673b20,Primary,ea7414f9dc33d76c06cecb99d3d7f091,f8ed1a3316d41b583eab3cab6d6790fe
5f267f1ed10af7002149cfcc,TENGA EGG BRUSH,TENGA EGG BRUSH 刷頭扭蛋,,,TENGA EGG WAVY II,TENGA EGG BRUSH 刷頭扭蛋,,EGG-015 | BRUSH 刷頭扭蛋 長型刷頭，突襲刺激！ 特徵是捻捲且密集的長型突起，宛如刷頭般的撩搔感。螺旋狀刷頭由根部捻捲而上，撩動最原始的慾望。打開就馬上帶來驚喜！扭計蛋登場！超柔軟的素材，新感覺自慰扭蛋。盛蛋器打開，發現可愛的扭蛋。以這樣的形態，真的能帶來快感嗎？完全出乎意料之外，超柔軟及彈性超高的素材，簡直是甚麼尺寸亦能容納得下。加上如安全套一樣的柔軟感，直接配合掌心的溫暖感，簡單地就能隨時享樂。而且，每一款的內部結構都不一樣，各自產,"飛機蛋,TENGA, TENGA EGG, 自慰蛋, BRUSH 刷頭扭蛋, TENGA EGG BRUSH,TENGA Egg BRUSH 自慰蛋- 刷頭, TENGA Egg 015 刷頭扭蛋Brush, TENGA EGG BRUSH飛機蛋- 螺旋刷頭蛋, TENGA Egg - Brush, BRUSH自慰蛋",N,Y,"This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）,Y,TENGA,N,65,58,,55,0,0,0,N,,24.4,25.7,0,+0,1,,,,,,,,,,,,,,,,,,,,4560220556504,5f2a879907ec3106aa673b22,Primary,6d0fc9c9744a80ec13081660800af7ba,db76d1a847c895b12af62a25b5249812
5f2680e3a3f7610030a4b664,TENGA EGG TORNADO,TENGA EGG TORNADO 龍捲扭蛋,,,TENGA EGG WAVY II,TENGA EGG TORNADO 龍捲扭蛋,,EGG-016 | TORNADO 龍捲扭蛋 螺旋鋸齒，快感攻擊！ 漩渦狀的細節設計，浪潮般的快感接連來襲。上下運動，橫向轉動均能靈活使用的完美體驗。打開就馬上帶來驚喜！扭計蛋登場！超柔軟的素材，新感覺自慰扭蛋。盛蛋器打開，發現可愛的扭蛋。以這樣的形態，真的能帶來快感嗎？完全出乎意料之外，超柔軟及彈性超高的素材，簡直是甚麼尺寸亦能容納得下。加上如安全套一樣的柔軟感，直接配合掌心的溫暖感，簡單地就能隨時享樂。而且，每一款的內部結構都不一樣，各自產生出不,"飛機蛋,TENGA, TENGA EGG, 自慰蛋, TENGA EGG TORNADO 龍捲扭蛋, TENGA EGG TORNADO, TENGA Egg 016 龍捲扭蛋Tornado, TENGA EGG TORNADO飛機蛋- 龍捲旋風蛋, TENGA Egg Tornado 自慰蛋- 龍捲風, TENGA",N,N,,,Y,TENGA,N,65,58,,55,0,0,0,N,,24.4,TA1341G01,3,+0,1,,"egg,tenga-egg,飛機蛋",,,,,,,,,,,,,,,,2225,,4560220556511,5f2a879907ec3106aa673b24,Primary,9bae2fec563ceca83304bb2fa9a37e31,29a78c74c986124c61968dcff78a2ac3
5f2cb0700646ce003fef2925,TENGA EGG SPHERE,TENGA EGG SPHERE 迴旋扭蛋,,,TENGA EGG WAVY II,TENGA EGG SPHERE 迴旋扭蛋,,EGG-017 | SPHERE 迴旋扭蛋 球體串連，無限迴旋！ 巨大球體相連，猛烈而動感的刺激。複雜交錯的球體突出，包圍的同時帶來無窮無盡的迴旋攻擊！打開就馬上帶來驚喜！扭計蛋登場！超柔軟的素材，新感覺自慰扭蛋。盛蛋器打開，發現可愛的扭蛋。以這樣的形態，真的能帶來快感嗎？完全出乎意料之外，超柔軟及彈性超高的素材，簡直是甚麼尺寸亦能容納得下。加上如安全套一樣的柔軟感，直接配合掌心的溫暖感，簡單地就能隨時享樂。而且，每一款的內部結構都不一樣，各自產生出,"飛機蛋,TENGA, TENGA EGG, 自慰蛋, TENGA EGG SPHERE, waddystore, waddy store, 飛機杯 香港, 飛機蛋 香港, 打飛機 香港,自慰, 打J, TENGA EGG Sphere 球體串連型自慰蛋-,EGG-017 SPHERE自慰蛋(球體串連型),自慰蛋",N,N,"This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）,Y,TENGA,N,65,58,,54,0,0,0,N,,24.4,TA1342S01,3,+0,1,,"egg,tenga-egg,飛機蛋",,,,,,,,,,,,,,,,2226,,4560220556528,5f2cb0700646ce003fef292a,Primary,4cef698b9b30f95d8fb7e614b210fbec,f8b740cc7837fe66cb570e3a8712d6b6
5f2e42f2c61ecd002de083ef,TENGA EGG SILKY II,TENGA EGG SILKY II 滑行 2 型扭蛋,,,TENGA EGG WAVY II,TENGA EGG SILKY II 滑行 2 型扭蛋,,EGG-018 | SILKY II 滑行 2 型扭蛋 輕柔撫觸，細膩濃密！ 不規則極厚織紋，勾勒濃密刺激感！厚實滑嫩的溫柔包覆，讓您沈醉其中無法自拔！打開就馬上帶來驚喜！扭計蛋登場！超柔軟的素材，新感覺自慰扭蛋。盛蛋器打開，發現可愛的扭蛋。以這樣的形態，真的能帶來快感嗎？完全出乎意料之外，超柔軟及彈性超高的素材，簡直是甚麼尺寸亦能容納得下。加上如安全套一樣的柔軟感，直接配合掌心的溫暖感，簡單地就能隨時享樂。而且，每一款的內部結構都不一樣，各自產生出,"飛機蛋,TENGA, TENGA EGG, 自慰蛋, TENGA EGG SILKY II 滑行 2 型扭蛋,  TENGA EGG SILKY II, 滑行 2 型扭蛋, waddystore, waddy store, 飛機杯 香港, 飛機蛋 香港, 打飛機 香港,自慰, 打J, TENGA Egg 018 滑行2",N,N,"This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）,Y,TENGA,N,65,58,,56,0,0,0,N,,24.4,2227,0,+0,1,,"egg,tenga-egg,飛機蛋",,,,,,,,,,,,,,,,,,4560220556535,5f2e42f3c61ecd002de083f4,Primary,6c2aa6dba5c13137fa97764c85fd2e97,53c309ccc3a2ddd8da2f7238c6657848
5f2e513c08314c00330101ed,TENGA EGG LOTION Water-based Lubricant,TENGA EGG LOTION 水性潤滑劑 65ml,,,TENGA EGG WAVY II,TENGA EGG LOTION 水性潤滑劑,,"順暢 & 小型  EGGL-001 | EGG LOTION  一手就能握住的萬能潤滑劑！*) 柔滑不黏的觸感。 *) 配合保濕成份的特長潤滑效能。 *) 無添加色素或香料的自然使用感。 日本製造 包裝尺寸：長53×寬53×高70（mm/公釐） 容量：65ml 成分：Water, Glycerin, Sodium Polyacrylate, Hydroxyethyl Cellulose, Methylparaben  日本原裝進口 帶給你易推開不黏膩的潤滑","飛機蛋,TENGA EGG, 自慰蛋, TENGA EGG LOTION, 水性潤滑劑, EGGL-001, EGG LOTION, TENGA 飛機蛋",N,N,,,Y,TENGA,N,65,58,,57.5,0,0,0,N,,25.74,1101,4,+0,1,,"egg,tenga-egg,飛機蛋,boxy,tenga-egg-boxy",,,,,,,,,,,,,,,,,,4560220550762,5f2e513d08314c00330101f2,Primary,83a1278ab7cd4e7153b6b292c0aa6ff8,c4864356d5e65b7a1f73e1aed02fdf67
5f2e66e1026003004eb34e35,TENGA EGG THUNDER,TENGA EGG THUNDER 雷電扭蛋,,,TENGA EGG WAVY II,TENGA EGG THUNDER 雷電扭蛋,,EGG-007 | THUNDER 雷電扭蛋 閃電般的驚喜，於刺激的邊緣！打開就馬上帶來驚喜！扭計蛋登場！超柔軟的素材，新感覺自慰扭蛋。盛蛋器打開，發現可愛的扭蛋。以這樣的形態，真的能帶來快感嗎？完全出乎意料之外，超柔軟及彈性超高的素材，簡直是甚麼尺寸亦能容納得下。加上如安全套一樣的柔軟感，直接配合掌心的溫暖感，簡單地就能隨時享樂。而且，每一款的內部結構都不一樣，各自產生出不同的快感。打開就馬上給你驚喜，超人氣的產品。不再有杯或奇怪的膠洞，新誕生的,"飛機蛋,TENGA, TENGA EGG, 自慰蛋, TENGA EGG THUNDER 雷電扭蛋,  TENGA EGG THUNDER, 雷電扭蛋, waddystore, waddy store, 飛機杯 香港, 飛機蛋 香港, 打飛機 香港,自慰, 打J, 挺趣蛋-閃電型, TENGA Egg 007 雷電扭蛋",N,N,,,Y,TENGA,N,65,58,,56,0,0,0,N,,25.17,TA1345T01,9,+0,1,,"egg,tenga-egg,飛機蛋",,,,,,,,,,,,,,,,1294,,4560220551431,5f2e66e1026003004eb34e3a,Primary,50ef10d5da51cc44b154930b7950bb50,74277a850c798f55804a2379012388dc
5f2f0180e1731f0039710d5f,TENGA EGG CRATER,TENGA EGG CRATER 火山扭蛋,,,TENGA EGG WAVY II,TENGA EGG CRATER 火山扭蛋,,EGG-008 | CRATER 火山扭蛋 多面突起、滾來滾去的刺激！打開就馬上帶來驚喜！扭計蛋登場！超柔軟的素材，新感覺自慰扭蛋。盛蛋器打開，發現可愛的扭蛋。以這樣的形態，真的能帶來快感嗎？完全出乎意料之外，超柔軟及彈性超高的素材，簡直是甚麼尺寸亦能容納得下。加上如安全套一樣的柔軟感，直接配合掌心的溫暖感，簡單地就能隨時享樂。而且，每一款的內部結構都不一樣，各自產生出不同的快感。打開就馬上給你驚喜，超人氣的產品。不再有杯或奇怪的膠洞，新誕生的 T,"TENGA EGG CRATER, CRATER 火山扭蛋",N,N,"This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）,Y,TENGA,N,65,58,,56,0,0,0,N,,25.4,1293,0,+0,1,,"egg,tenga-egg,飛機蛋",,,,,,,,,,,,,,,,,,4560220551448,5f2f0180e1731f0039710d64,Primary,c162e17f082f7b604918c70f49ad1cb4,913067e816392f865c3e0c02a9590291
