Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,批發商戶 Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant 批發商戶 Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
商品編號 （切勿更改),商品名稱 (英文),商品名稱 (繁體中文),商品摘要 (英文),商品摘要 (繁體中文),SEO標題 (英文),SEO標題 (繁體中文),SEO簡介 (英文),SEO簡介 (繁體中文),SEO關鍵字,隱藏商品,預購商品,預購提示 (英文),預購提示 (繁體中文),上架狀態,商品品牌,隱藏價格,商品原價,商品特價,實體店價格,商品會員價,銅級會員價,銀級會員價,金級會員價,批發商戶價,無限數量,價格一致,商品成本,商品貨號,數量 (參考用，請勿修改),增減數量 (例: +5 或 -8),重量(公斤),供應商,商品管理標籤,款式編號 （切勿更改),款式 (英文) (勿更改),款式 (繁體中文) (勿更改),款式數量 (參考用，請勿修改),增減款式數量 (例: +5 或 -8),款式價格,款式特價,款式實體店價格,款式會員價,款式銅級會員價,款式銀級會員價,款式金級會員價,款式批發商戶價,款式成本,款式重量(KG),款式貨號,儲位編號,製造編號,商品條碼編號,庫存參照值(切勿更改),出貨倉庫(參考用，請勿修改),商品名稱參照值0(切勿更改),商品名稱參照值1(切勿更改)
632add76933bff00108bbf2b,SN-038 Breast Milk Aviation Division Blue,SN-038 爆乳航空師 藍色,,"顏色: 藍色
尺寸: 均碼
包括: 上衣，裙子",SN-026 Breast Milk Aviation Division Blue,SN-038 爆乳航空師 藍色,,顏色: 藍色 尺寸: 均碼 包括: 上衣，裙子,"SN-038 Breast Milk Aviation Division Blue,SN-026 爆乳航空師 藍色,爆乳航空師,",N,N,,,Y,Spickini,N,170,0,,0,0,0,0,0,N,,68,,7,+0,1,,,,,,,,,,,,,,,,,,,,,98000139,632add77933bff00108bbf30,Primary,8fa993de425efa20574a3b1efd9d7943,c343712b001151b7a8b50bdccb409f61
632adeebbeb49d0014d0117c,SN-028 President's personal assistant Sexy lingerie,SN-028 總裁的私人助理,,"1套3件
- 交叉上衣
- 裙
- 網襪 / 絲襪",SN-028 President's personal assistant Sexy lingerie,SN-028 總裁的私人助理,Size: One size fits everyone,1套3件 - 交叉上衣 - 裙 - 網襪 / 絲襪,"SN-028, 總裁的私人助理,SN-028 President's personal assistant Sexy lingerie,",N,N,,預計一到兩星期發貨，或者可以DM查詢詳細庫存,Y,,N,138,0,,0,0,0,0,0,N,Y,68.4,,3,,1,,,632adeebbeb49d0014d01178,,黑色,0,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,0.15,,,,98000141,632adeecbeb49d0014d01184,Primary,367decb4c59ded8d772bed7fdb278684,013f4e7b9e44fb6a19e96aba2ec97efd
632adeebbeb49d0014d0117c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632adeebbeb49d0014d01179,,白色,3,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,0.15,,,,98000142,632adeecbeb49d0014d01188,Primary,4236d47085ebab8ca1883346323da461,93004e829ef5bc4d4011e604ae1a1c75
632adf851beb4d00107a54de,SN-113 Home Temptation Sexy lingerie White,SN-113 家居誘惑 情趣內衣 白色,Size: One size fits everyone,"顏色: 白色
尺寸: 均碼
包括: 連身裙",SN-032 Home Temptation Sexy lingerie White,SN-113 家居誘惑 情趣內衣 白色,SN-032 Home Temptation Sexy lingerie Size: One size fits everyone,SN-113 家居誘惑 情趣內衣 大小：一個尺寸適合所有人,"SN-113 家居誘惑,NT-032,家居誘惑 情趣內衣,情趣內衣,",N,N,,,Y,Spickini,N,118,0,,0,0,0,0,0,N,,40,,5,+0,1,,,,,,,,,,,,,,,,,,,,,98000143,632adf851beb4d00107a54e3,Primary,2da7d12cea8c68e6423d97067aa1eb69,31bcc9ee20947be0cdc78d851ba0f009
632ae184a0519800161b436f,SN-034 Neck-hanging lace suit,SN-034 掛頸蕾絲套裝,Size: One size fits everyone,"顏色: 黑色
尺寸: 均碼
包括: 胸罩，內褲",SN-034 Neck-hanging lace suit,SN-034 掛頸蕾絲套裝,SN-034 Neck-hanging lace suit Size: One size fits everyone.,顏色: 黑色 尺寸: 均碼 包括: 胸罩，內褲,"SN-034 掛頸蕾絲套裝,掛頸蕾絲套裝,情趣內衣,Neck-hanging lace suit",N,N,,,N,,N,129,0,,0,0,0,0,0,N,,59,,0,+0,1,,,,,,,,,,,,,,,,,,,,,98000144,632ae184a0519800161b4374,Primary,c17499d446330af038cd838bee52a0da,a0057b42f24e7090532a1bf834eac431
632ae2363407d5002b4503a6,SN-041 Lace Nightdress with Stockings,SN-041 蕾絲睡裙連絲襪,Excluding cat ears,"1套3件
- 蕾絲緊身連衣裙
- T-Back
- 絲襪

尺寸: 均碼",SN-041 Lace Nightdress with Stockings,SN-041 蕾絲睡裙連絲襪,Size: One size fits everyone,1套3件 - 蕾絲緊身連衣裙 - T-Back - 絲襪  尺寸: 均碼,"SN-041 ,SN-041 蕾絲睡裙連絲襪,SN-041 蕾絲睡裙連絲襪,",N,N,,預計一到兩星期發貨，或者可以DM查詢詳細庫存,Y,,N,110,0,,0,0,0,0,0,N,,38.5,,2,+0,1,,,,,,,,,,,,,,,,,,,,,98000146,632ae2373407d5002b4503ac,Primary,6def314739ef48e2e998398b091a5713,de9f91d456b7289d787f719f1b329d12
632ae3ad933bff00288bc148,SN-042 Striped stockings full body suit Sexy lingerie,SN-042 間條絲襪全身套裝,,"1套3件
- 透視綁帶上衣
- T-back
- 絲襪

尺寸: 均碼",SN-042 Striped stockings full body suit Sexy lingerie,SN-042 間條絲襪全身套裝,,1套3件 - 透視綁帶上衣 - T-back - 絲襪  尺寸: 均碼,"SN-042 Striped stockings full body suit Sexy lingerie,Sexy lingerie, SN-042 間條絲襪全身套裝, 間條絲襪全身套裝,  情趣內衣",N,N,,,Y,,N,128,0,,0,0,0,0,0,N,,44.8,,9,+0,1,,,,,,,,,,,,,,,,,,,,,98000148,632ae3ae933bff00288bc14e,Primary,8b1e8ce52d289df629bc7f259005224e,e0b7136411d3489759f3f4722a866bcf
632ae453a05198001f1b44e4,SN-500 Perverted Slut,SN-500 變態痴女,,"1件連身絲襪

尺寸: 均碼",SN-046 Perverted Slut,SN-500 變態痴女,,1件連身絲襪  尺寸: 均碼,"SN-500 變態痴女, 情趣內衣. Sexy lingerie, Cosplay",N,N,,,Y,Spickini,N,78,0,,0,0,0,0,0,N,,27.3,,3,+0,1,,,,,,,,,,,,,,,,,,,,,98000149,632ae453a05198001f1b44e9,Primary,84f59a33edcae46ab06b61cae79c025d,dded2951c7c34cf8ccdc7ad93de04831
632ae4d6c759de002b693c3d,SN-049 Classical body stocking,SN-049 古典風連身絲襪,,,SN-049 Classical body stocking,SN-049 古典風連身絲襪,Tear my stocking! Size: one size fits all,撕開我的絲襪吧！均碼,,N,N,,,Y,,N,98,0,,0,0,0,0,0,N,,10,,0,+0,1,,,,,,,,,,,,,,,,,,,,,98000152,632ae4d7c759de002b693c42,Primary,d1c1792f339bd866fe47b3a1e7a73c72,d1d9e8e42e46c1188e13a7570106bba6
