Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
商品編號 （切勿更改),商品名稱 (英文),商品名稱 (繁體中文),商品摘要 (英文),商品摘要 (繁體中文),SEO標題 (英文),SEO標題 (繁體中文),SEO簡介 (英文),SEO簡介 (繁體中文),SEO關鍵字,隱藏商品,預購商品,預購提示 (英文),預購提示 (繁體中文),上架狀態,商品品牌,隱藏價格,商品原價,商品特價,實體店價格,商品會員價,銅級會員價,銀級會員價,金級會員價,無限數量,價格一致,商品成本,商品貨號,數量 (參考用，請勿修改),增減數量 (例: +5 或 -8),重量(公斤),供應商,商品管理標籤,款式編號 （切勿更改),款式 (英文) (勿更改),款式 (繁體中文) (勿更改),款式數量 (參考用，請勿修改),增減款式數量 (例: +5 或 -8),款式價格,款式特價,款式實體店價格,款式會員價,款式銅級會員價,款式銀級會員價,款式金級會員價,款式成本,款式重量(KG),款式貨號,儲位編號,製造編號,商品條碼編號,庫存參照值(切勿更改),出貨倉庫(參考用，請勿修改),商品名稱參照值0(切勿更改),商品名稱參照值1(切勿更改)
63b7ad3b367e1400235a5039,Mystery Bag Female Clitoral Sucker,【幸運福袋】女士吸啜器福袋,,"女士吸啜器幸運福袋保證總值至少$1000 以上。

$888: 女士吸啜器 x1 (有機會得到Womanizer Classic 2 陰蒂愉悅吸啜器)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Female Clitoral Sucker,【幸運福袋】女士吸啜器福袋,,,,N,N,,,Y,,N,888,0,,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,WD0002496,63b7ad3b367e1400235a503d,Primary,83b66a24d95f0efac02cc34af997159a,d2be4006dc3a2e5ce184c78ba8309d24
63b7ad9c439784001d000c6f,Mystery Bag Partner Box,【幸運福袋】情侶福袋,,"情侶幸運福袋保證總值$1088至$1788。

$888: 情侶玩具 x1 (有機會得到Je Joue The Nice and Naughty Gift Set Naughty Collection 四合一套裝禮盒)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Partner Box,【幸運福袋】情侶福袋,,,,N,N,,,Y,,N,888,0,,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,WD0002497,63b7ad9d439784001d000c73,Primary,ab7c4c11d19348c69dc789050d90752f,eaf58d3af36c40406e04d701557f3ca9
63b7ae64a942be001df5da6f,Mystery Bag Male Electric Masturbation Cup (Standard/Deluxe),【幸運福袋】男士電動飛機杯福袋 (入門版/豪華版),,"男士系列電動飛機杯幸運福袋入門版保證總值至少$788。
男士系列電動飛機杯幸運福袋入門版保證總值至少$1288。

入門版$588: 電動飛機杯 x1 (有機會得到Erocome Antlia 唧筒座 仿口愛夾縮吸啜電動飛機杯 黑色)
豪華版$1088: 電動飛機杯 x1 (有機會得到Otouch Inscup 2 加熱吸啜電動飛機杯)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Male Electric Masturbation Cup (Standard/De,【幸運福袋】男士電動飛機杯福袋 (入門版/豪華版),,,,N,N,,,Y,,N,1088,0,,0,0,0,0,N,N,0,,0,,1,,,63bbd64bf0be69000e923227,,入門版,0,+0,588,0,,0,0,0,0,0,1,,,,WD0002498,63bbd64bf0be69000e923230,Primary,6ae571014eae39cf68036299ae9bd202,decd21ea5837da4e57eb310a69b253da
63b7ae64a942be001df5da6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bbd64bf0be69000e923228,,豪華版,0,+0,1088,0,,0,0,0,0,0,1,,,,WD0002499,63bbd64bf0be69000e923235,Primary,3ebd4cad07b7f6a594cdb8e19b1f1a3e,285cad9dd1de66c3bad9f4010e8d37a2
63b7aeed7df58000176a6b93,Mystery Bag Porn Star Anaholes,【幸運福袋】男士名器福袋 (女優版),,"男士系列幸運福袋保證總值至少$500。

$388: 女優名器 x1 (有機會得到KMP FOXY HOLE Plus 稻場流花 女優名器飛機杯)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Porn Star Anaholes,【幸運福袋】男士名器福袋 (女優版),,,,N,N,,,Y,,N,388,0,,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,WD0002500,63b7aeee7df58000176a6b97,Primary,76e7e47cc6bb5e08bb3cf9b37fd5f912,a6b6851b1d52744fe77b27a3446f4549
63b7af404397840017000c9c,Mystery Bag Anime Anaholes,【幸運福袋】男士名器福袋 (動漫版),,"動漫名器幸運福袋保證總值至少$500。

$388: 動漫名器 x1 (有機會得到Toys Heart 魅惑的大姊 聰明女狐系 動漫飛機杯)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Anime Anaholes,【幸運福袋】男士名器福袋 (動漫版),,,,N,N,,,Y,,N,388,0,,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,WD0002501,63b7af414397840017000ca0,Primary,e0851a075355926d81e8d955740a14f2,abeec858310aea324a5213984101cc56
63b7af77ffdea5001d05f694,Mystery Bag BDSM,【幸運福袋】BDSM福袋,,"$388: BDSM用品

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag BDSM,【幸運福袋】BDSM福袋,,,,N,N,,,Y,,N,388,0,,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,WD0002502,63b7af77ffdea5001d05f698,Primary,b33ba37d20a4f658f7b35ff9a31347ed,34abbdb601b526638c7f05843cfb50ff
63b7afd3e27537000e423115,Mystery Bag Anal Products,【幸運福袋】後庭福袋,,"$388: 後庭用品

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Anal Products,【幸運福袋】後庭福袋,,,,N,N,,,Y,,N,388,0,,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,WD0002503,63b7afd3e27537000e423119,Primary,a6dea0f9cd1db3181d69cc13e2da50ca,c389d361c76eaa00623cf23dfa783689
63bba45b2630730020896e96,SN-430 Sex Slave Training,SN-430 性奴調教,"Size: One size fits everyone
*Stockings not included","大小：一個尺寸適合所有人
* 不含絲襪/網襪",SN-430 Sex Slave Training,SN-430 性奴調教,Size: One size fits everyone,大小：一個尺寸適合所有人,"SN-430,性奴調教,性奴,調教,Sex Slave,Training,Naughty Clothes,",N,Y,"This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）,Y,Sexy Night,N,199,0,,0,0,0,0,N,,79.6,,0,+0,1,,,,,,,,,,,,,,,,,,,,98000301,63bba45c2630730020896e9c,Primary,3d8aa9648369ec3145aeafe8add42810,c1e898cae96b603f30bc3cf48417e4ef
